ENSG00000100249.4
ENSG00000266264.1
ENSG00000199363.1
ENSG00000266567.1
ENSG00000276470.1
ENSG00000228945.3
ENSG00000252681.1
ENSG00000206620.1
ENSG00000276690.1
ENSG00000234414.6
ENSG00000277688.1
ENSG00000263707.1
ENSG00000254902.1
ENSG00000234131.1
ENSG00000199337.1
ENSG00000271672.1
ENSG00000252012.1
ENSG00000274856.1
ENSG00000267815.1
ENSG00000183795.7
ENSG00000242393.1
ENSG00000266374.1
ENSG00000240821.1
ENSG00000276919.1
ENSG00000275146.1
ENSG00000273862.1
ENSG00000275915.1
ENSG00000221062.1
ENSG00000278393.1
ENSG00000099725.13
ENSG00000275264.1
ENSGR0000169100.11
ENSG00000270455.1
ENSG00000274415.1
ENSG00000254963.1
ENSG00000273141.1
ENSG00000210825.1
ENSG00000207405.1
ENSG00000249726.1
ENSG00000251913.1
ENSG00000275558.1
ENSG00000278242.1
ENSG00000234950.1
ENSG00000275359.1
ENSG00000265840.1
ENSG00000257342.1
ENSG00000272982.1
ENSG00000262624.1
ENSG00000279333.1
ENSG00000224075.1
ENSG00000227251.1
ENSG00000239127.1
ENSG00000279111.1
ENSG00000281646.1
ENSG00000218410.1
ENSG00000279364.1
ENSG00000211515.1
ENSG00000222955.1
ENSG00000270736.1
ENSG00000251879.2
ENSG00000232585.1
ENSG00000275510.1
ENSG00000215537.3
ENSG00000234179.1
ENSG00000226555.1
ENSG00000271123.1
ENSG00000280583.1
ENSG00000255402.1
ENSG00000200624.1
ENSG00000221190.1
ENSG00000214447.4
ENSG00000262967.1
ENSG00000274162.1
ENSG00000259955.1
ENSG00000278249.1
ENSG00000269371.1
ENSG00000276811.1
ENSG00000226061.1
ENSG00000228257.1
ENSG00000280492.1
ENSG00000240755.1
ENSG00000221160.1
ENSG00000176567.1
ENSG00000199645.1
ENSG00000271746.1
ENSG00000221754.1
ENSG00000270570.1
ENSG00000236126.3
ENSG00000267062.1
ENSG00000229302.1
ENSG00000263776.1
ENSG00000278872.1
ENSG00000274915.1
ENSG00000278544.1
ENSG00000229163.2
ENSG00000131002.10
ENSG00000199574.1
ENSGR0000182162.8
ENSG00000251970.1
ENSG00000266360.1
ENSG00000213443.2
ENSG00000173357.11
ENSG00000278907.1
ENSG00000268292.1
ENSG00000264578.1
ENSG00000236599.1
ENSG00000277622.1
ENSG00000226223.1
ENSG00000216102.2
ENSG00000274837.1
ENSG00000231637.3
ENSG00000275505.1
ENSG00000230476.1
ENSG00000227494.2
ENSG00000274088.1
ENSG00000281389.1
ENSG00000281110.1
ENSG00000273858.1
ENSG00000225895.1
ENSG00000221016.1
ENSG00000169763.13
ENSG00000273300.1
ENSG00000275900.1
ENSG00000268475.1
ENSG00000237701.1
ENSG00000276100.1
ENSG00000278104.1
ENSGR0000230542.4
ENSG00000242590.1
ENSG00000275425.1
ENSG00000225840.2
ENSG00000242279.1
ENSG00000275327.1
ENSG00000226116.1
ENSG00000257181.1
ENSG00000236083.1
ENSG00000226721.2
ENSG00000280847.1
ENSG00000261385.1
ENSG00000280453.1
ENSG00000280457.1
ENSG00000272296.1
ENSGR0000237040.4
ENSGR0000264819.4
ENSG00000221496.2
ENSG00000279723.1
ENSG00000207227.1
ENSG00000226042.1
ENSGR0000276543.3
ENSG00000280503.1
ENSG00000261532.1
ENSG00000263683.1
ENSG00000276626.1
ENSG00000227198.1
ENSG00000273693.1
ENSG00000182415.9
ENSG00000280416.1
ENSG00000243930.1
ENSG00000276278.1
ENSG00000281172.1
ENSG00000228240.1
ENSG00000270828.1
ENSG00000275657.1
ENSG00000206920.1
ENSGR0000264510.4
ENSG00000202093.1
ENSG00000273630.1
ENSG00000242879.1
ENSG00000221475.1
ENSG00000255351.1
ENSG00000241202.1
ENSG00000253675.1
ENSG00000276494.1
ENSG00000225878.1
ENSG00000276642.1
ENSG00000248792.1
ENSG00000221750.1
ENSG00000199396.1
ENSG00000272770.1
ENSG00000206483.5
ENSG00000239893.1
ENSG00000261731.2
ENSG00000273685.1
ENSG00000281146.1
ENSG00000201778.1
ENSG00000276089.1
ENSG00000260934.1
ENSG00000277813.1
ENSGR0000223274.4
ENSG00000271309.1
ENSG00000226504.1
ENSG00000236647.1
ENSG00000264339.1
ENSG00000275739.1
ENSG00000250309.2
ENSG00000260111.1
ENSG00000258800.1
ENSG00000231375.1
ENSG00000268525.1
ENSG00000221323.1
ENSG00000241809.1
ENSG00000276304.1
ENSG00000274432.1
ENSG00000257286.1
ENSG00000242529.1
ENSG00000261691.1
ENSG00000233838.5
ENSG00000263462.1
ENSG00000207753.2
ENSG00000281238.1
ENSG00000221531.1
ENSG00000168787.6
ENSG00000277524.1
ENSG00000266163.1
ENSG00000248881.1
ENSG00000259948.2
ENSG00000281817.1
ENSG00000275634.1
ENSG00000236620.1
ENSG00000264554.2
ENSG00000227629.1
ENSG00000228601.1
ENSG00000233944.1
ENSG00000281375.1
ENSG00000172381.4
ENSG00000243686.2
ENSG00000229579.4
ENSG00000276859.1
ENSG00000276884.1
ENSG00000280713.1
ENSG00000216824.2
ENSG00000277547.1
ENSG00000275622.1
ENSG00000263756.1
ENSG00000236429.1
ENSG00000281311.1
ENSG00000236621.3
ENSG00000263424.1
ENSG00000235981.2
ENSG00000251705.1
ENSG00000280656.1
ENSG00000265767.1
ENSG00000238153.1
ENSG00000232845.1
ENSG00000279911.1
ENSG00000276150.1
ENSG00000228518.1
ENSG00000226529.1
ENSG00000207939.1
ENSG00000278708.1
ENSG00000268810.1
ENSG00000260814.2
ENSG00000199334.1
ENSG00000277903.1
ENSG00000263764.1
ENSG00000269266.1
ENSG00000276525.1
ENSG00000229186.4
ENSG00000277714.1
ENSG00000224864.4
ENSG00000276908.1
ENSG00000281415.1
ENSG00000270535.1
ENSG00000273985.1
ENSG00000233070.1
ENSG00000252042.1
ENSG00000235617.1
ENSG00000278579.1
ENSG00000278717.1
ENSG00000264019.1
ENSG00000230594.3
ENSG00000244295.2
ENSG00000254928.1
ENSG00000281899.1
ENSG00000279287.1
ENSG00000272157.1
ENSG00000202532.1
ENSG00000278854.1
ENSG00000238067.1
ENSG00000280657.1
ENSG00000274985.1
ENSG00000261065.1
ENSG00000269972.1
ENSG00000271365.1
ENSG00000214889.3
ENSG00000275968.1
ENSG00000249435.1
ENSG00000232744.1
ENSG00000242539.2
ENSG00000232073.1
ENSG00000281044.1
ENSG00000209582.1
ENSG00000276792.1
ENSG00000223915.1
ENSG00000197263.3
ENSG00000229138.1
ENSG00000169811.8
ENSG00000262664.2
ENSG00000224964.1
ENSG00000254829.1
ENSG00000238542.1
ENSG00000230977.1
ENSG00000221667.1
ENSG00000169789.9
ENSG00000273835.1
ENSG00000206624.1
ENSG00000266070.1
ENSG00000212855.5
ENSG00000235521.1
ENSG00000202363.1
ENSG00000231542.1
ENSG00000276046.1
ENSG00000264633.1
ENSG00000273863.1
ENSG00000266241.1
ENSG00000265696.1
ENSG00000279210.1
ENSG00000221705.1
ENSG00000279257.1
ENSG00000249634.1
ENSG00000233849.1
ENSG00000281546.1
ENSG00000263873.1
ENSG00000239199.1
ENSG00000278722.1
ENSG00000200656.1
ENSG00000265381.1
ENSG00000114374.11
ENSG00000264505.1
ENSG00000280799.1
ENSG00000254835.1
ENSG00000239014.1
ENSG00000267415.1
ENSG00000266608.1
ENSG00000236660.6
ENSG00000243410.1
ENSG00000228411.1
ENSG00000236435.1
ENSG00000207849.2
ENSG00000275524.1
ENSG00000272638.1
ENSG00000267458.1
ENSG00000273048.1
ENSG00000208001.1
ENSG00000280653.1
ENSG00000262885.1
ENSG00000207556.1
ENSG00000252471.1
ENSG00000267601.1
ENSG00000067048.15
ENSG00000281030.1
ENSG00000229745.1
ENSG00000092377.12
ENSG00000275254.1
ENSG00000279037.1
ENSG00000198657.5
ENSG00000241069.1
ENSG00000267441.1
ENSG00000260579.1
ENSGR0000168939.9
ENSG00000281859.1
ENSG00000275802.1
ENSG00000214207.2
ENSG00000277108.1
ENSG00000277502.1
ENSG00000277689.1
ENSGR0000277120.3
ENSG00000231341.1
ENSG00000232348.2
ENSGR0000214717.8
ENSG00000253051.1
ENSG00000277360.1
ENSG00000276314.1
ENSG00000276376.1
ENSG00000267139.1
ENSG00000276788.1
ENSG00000240186.3
ENSG00000265784.1
ENSG00000225433.3
ENSG00000275403.1
ENSG00000199031.1
ENSG00000277565.1
ENSG00000276015.1
ENSG00000223655.1
ENSG00000207617.3
ENSG00000256569.1
ENSG00000238135.1
ENSG00000188656.8
ENSGR0000223571.4
ENSG00000201487.1
ENSG00000236690.2
ENSG00000201925.1
ENSG00000169849.8
ENSG00000228571.1
ENSG00000221125.2
ENSG00000281428.1
ENSG00000233843.1
ENSG00000278482.1
ENSG00000223744.1
ENSG00000266193.1
ENSG00000207636.1
ENSG00000273504.1
ENSG00000274153.1
ENSG00000278942.1
ENSG00000242472.1
ENSG00000200278.1
ENSG00000267688.1
ENSG00000266727.1
ENSG00000234059.1
ENSG00000228830.1
ENSG00000224035.1
ENSG00000266919.1
ENSG00000281873.1
ENSG00000279922.1
ENSG00000230025.1
ENSG00000187657.6
ENSG00000259684.1
ENSG00000245385.2
ENSG00000276624.1
ENSG00000207067.1
ENSG00000277460.1
ENSGR0000263835.4
ENSG00000277859.1
ENSG00000207690.1
ENSG00000276229.1
ENSG00000260894.1
ENSG00000205923.3
ENSG00000199785.1
ENSG00000280957.1
ENSG00000277578.1
ENSG00000252139.1
ENSG00000235691.1
ENSG00000232183.1
ENSG00000281712.1
ENSG00000215998.1
ENSG00000273701.1
ENSG00000250939.2
ENSG00000256453.1
ENSG00000267124.2
ENSG00000281710.1
ENSG00000235333.3
ENSG00000207421.1
ENSG00000272593.1
ENSG00000240713.3
ENSG00000207846.1
ENSG00000280849.1
ENSG00000281508.1
ENSG00000279152.1
ENSG00000259187.1
ENSG00000281589.1
ENSG00000277941.1
ENSG00000259945.1
ENSG00000279621.1
ENSG00000275185.1
ENSG00000278287.1
ENSG00000278556.1
ENSG00000263351.1
ENSG00000274164.1
ENSG00000224060.3
ENSG00000243695.1
ENSG00000278664.1
ENSG00000272114.1
ENSG00000266746.1
ENSG00000277599.1
ENSG00000201168.1
ENSG00000274831.1
ENSG00000252645.1
ENSG00000275143.1
ENSG00000243453.1
ENSG00000221770.1
ENSG00000222326.1
ENSG00000265263.1
ENSG00000252155.1
ENSG00000268593.3
ENSG00000224240.1
ENSG00000227166.1
ENSG00000280405.1
ENSG00000212498.1
ENSG00000261845.2
ENSG00000276372.1
ENSG00000278521.1
ENSG00000172297.7
ENSG00000222999.1
ENSG00000209480.1
ENSG00000273908.1
ENSG00000275957.1
ENSG00000280848.1
ENSG00000281627.1
ENSG00000207145.1
ENSG00000266868.1
ENSG00000269782.1
ENSG00000275527.1
ENSG00000181395.6
ENSG00000229665.7
ENSG00000249501.1
ENSG00000224482.1
ENSG00000263986.1
ENSG00000278197.1
ENSG00000276741.1
ENSG00000248406.1
ENSG00000215601.3
ENSG00000239945.1
ENSG00000281457.1
ENSG00000277601.1
ENSG00000275559.1
ENSG00000186400.3
ENSG00000239607.3
ENSG00000280352.1
ENSG00000223555.1
ENSG00000221603.1
ENSG00000252809.3
ENSG00000260107.1
ENSG00000272742.1
ENSG00000265245.1
ENSG00000224886.2
ENSG00000207817.1
ENSG00000272458.1
ENSG00000235001.3
ENSG00000122718.5
ENSG00000226929.3
ENSG00000262899.1
ENSG00000279473.1
ENSG00000279195.1
ENSG00000266220.1
ENSG00000213689.8
ENSG00000244231.1
ENSG00000278648.1
ENSG00000170803.5
ENSG00000265537.1
ENSG00000248924.2
ENSG00000206693.1
ENSG00000199546.1
ENSG00000275402.1
ENSG00000266205.1
ENSG00000258542.1
ENSG00000261759.1
ENSG00000277124.1
ENSG00000279239.1
ENSG00000262456.1
ENSG00000260590.1
ENSG00000211675.2
ENSG00000225113.1
ENSGR0000234622.4
ENSG00000234385.1
ENSG00000267628.1
ENSG00000273868.1
ENSG00000279119.1
ENSG00000224827.1
ENSG00000264023.1
ENSG00000183260.6
ENSG00000280110.1
ENSG00000274234.1
ENSG00000261641.2
ENSG00000258186.2
ENSG00000172352.5
ENSG00000202021.1
ENSG00000281568.1
ENSG00000221095.1
ENSG00000280454.1
ENSGR0000265658.4
ENSG00000259327.1
ENSG00000207942.1
ENSG00000224866.1
ENSG00000276680.1
ENSG00000263719.1
ENSG00000267580.1
ENSG00000237467.1
ENSG00000198877.1
ENSG00000277027.1
ENSG00000224953.1
ENSG00000276528.1
ENSG00000227545.1
ENSG00000275352.1
ENSG00000221008.1
ENSG00000232583.1
ENSG00000281678.1
ENSG00000264120.1
ENSG00000232910.1
ENSG00000229299.2
ENSGR0000197976.9
ENSG00000251917.1
ENSG00000244395.5
ENSG00000259352.1
ENSG00000232927.1
ENSG00000226362.2
ENSG00000280259.1
ENSG00000263378.1
ENSG00000200871.1
ENSGR0000228572.5
ENSG00000277192.1
ENSG00000280496.1
ENSG00000234467.1
ENSG00000281435.1
ENSG00000266872.1
ENSG00000230430.4
ENSG00000279033.1
ENSG00000275638.1
ENSG00000262554.1
ENSG00000212172.1
ENSG00000226941.6
ENSG00000244457.2
ENSG00000250555.2
ENSG00000259018.1
ENSG00000229465.1
ENSG00000265899.1
ENSG00000230064.1
ENSG00000259029.1
ENSG00000237659.1
ENSG00000199043.1
ENSG00000147753.8
ENSG00000199095.1
ENSG00000280818.1
ENSG00000220988.1
ENSG00000276530.1
ENSG00000274491.1
ENSG00000277084.1
ENSG00000256928.1
ENSG00000256364.1
ENSG00000230483.1
ENSG00000277489.1
ENSG00000270096.1
ENSG00000273942.1
ENSG00000224911.1
ENSG00000258967.1
ENSG00000279313.1
ENSG00000280843.1
ENSG00000264500.1
ENSG00000252038.1
ENSG00000272688.1
ENSG00000201965.1
ENSG00000275668.1
ENSG00000263070.1
ENSG00000241353.3
ENSG00000253645.1
ENSG00000278847.1
ENSG00000241950.1
ENSG00000278067.1
ENSG00000266459.1
ENSG00000272991.1
ENSG00000274140.1
ENSG00000280723.1
ENSG00000223422.1
ENSG00000255530.1
ENSG00000259247.1
ENSG00000256192.1
ENSG00000280574.1
ENSG00000268309.1
ENSG00000277519.1
ENSG00000280523.1
ENSG00000200274.1
ENSG00000270380.1
ENSG00000100146.15
ENSG00000276635.1
ENSG00000263463.1
ENSG00000279761.1
ENSG00000207875.1
ENSG00000276225.1
ENSG00000268050.2
ENSG00000254010.1
ENSG00000239039.1
ENSG00000226353.1
ENSG00000266192.2
ENSG00000276964.1
ENSG00000207783.1
ENSG00000280628.1
ENSG00000276443.1
ENSG00000237580.1
ENSG00000229643.1
ENSG00000252948.1
ENSG00000280672.1
ENSGR0000178605.11
ENSG00000269085.1
ENSG00000266715.1
ENSG00000221511.1
ENSG00000278647.1
ENSG00000279270.1
ENSG00000278258.1
ENSG00000265516.1
ENSG00000203469.2
ENSG00000264759.1
ENSG00000274753.1
ENSG00000259154.1
ENSG00000265827.1
ENSG00000277194.1
ENSG00000238191.3
ENSG00000281134.1
ENSG00000265037.1
ENSG00000275010.1
ENSG00000281135.1
ENSG00000278005.1
ENSG00000270771.1
ENSG00000207844.1
ENSG00000280466.1
ENSG00000211594.2
ENSG00000257235.1
ENSG00000253861.1
ENSG00000231988.1
ENSG00000224497.1
ENSG00000243980.3
ENSG00000279441.1
ENSG00000277081.1
ENSG00000231514.1
ENSG00000234529.2
ENSG00000273544.1
ENSGR0000124334.15
ENSG00000012817.14
ENSG00000276513.1
ENSG00000222750.1
ENSG00000234888.1
ENSG00000267232.1
ENSG00000281257.1
ENSG00000260659.1
ENSG00000267727.1
ENSG00000280603.1
ENSG00000277968.1
ENSG00000281497.1
ENSG00000252558.1
ENSG00000227837.1
ENSG00000254680.1
ENSG00000254422.1
ENSG00000270100.1
ENSG00000275856.1
ENSG00000280704.1
ENSG00000185275.6
ENSG00000277700.1
ENSG00000252699.1
ENSG00000212091.1
ENSG00000207579.1
ENSG00000231656.4
ENSG00000281440.1
ENSG00000276927.1
ENSG00000254721.1
ENSG00000228379.1
ENSG00000258663.1
ENSG00000234583.1
ENSG00000237023.1
ENSG00000280178.1
ENSG00000273731.1
ENSG00000281480.1
ENSG00000277512.1
ENSG00000200779.1
ENSG00000281735.1
ENSG00000258283.1
ENSG00000279961.1
ENSG00000207765.1
ENSG00000280498.1
ENSG00000281423.1
ENSG00000251725.1
ENSG00000274301.1
ENSG00000216042.1
ENSG00000258992.4
ENSG00000253722.1
ENSG00000277752.1
ENSG00000238088.1
ENSG00000237917.1
ENSG00000231880.2
ENSG00000216777.1
ENSG00000277814.1
ENSG00000279576.1
ENSG00000238917.1
ENSG00000229416.1
ENSG00000235780.3
ENSG00000186117.3
ENSG00000276587.1
ENSG00000230819.1
ENSG00000231411.1
ENSG00000278039.1
ENSG00000264624.1
ENSG00000261071.1
ENSG00000277119.1
ENSG00000237997.1
ENSG00000199066.1
ENSG00000239775.1
ENSG00000261976.2
ENSG00000231540.1
ENSG00000249504.3
ENSG00000252416.1
ENSG00000242735.1
ENSG00000251841.1
ENSG00000263810.1
ENSGR0000225661.5
ENSG00000274282.1
ENSG00000276055.1
ENSG00000252974.1
ENSG00000281620.1
ENSG00000206639.1
ENSG00000264489.2
ENSG00000275372.1
ENSG00000276233.1
ENSG00000239985.2
ENSG00000264892.1
ENSG00000269032.1
ENSG00000279767.1
ENSG00000228890.1
ENSG00000264919.1
ENSG00000228465.1
ENSG00000203618.5
ENSG00000276511.1
ENSG00000201756.1
ENSG00000276827.1
ENSG00000225876.1
ENSG00000172288.7
ENSG00000261552.1
ENSG00000263448.1
ENSG00000207118.1
ENSG00000223698.3
ENSG00000267090.1
ENSG00000225740.1
ENSG00000223989.1
ENSG00000274596.1
ENSG00000280517.1
ENSG00000181935.3
ENSG00000207986.1
ENSG00000129824.14
ENSG00000278148.1
ENSG00000211825.1
ENSG00000228207.1
ENSG00000257386.1
ENSG00000207166.1
ENSG00000229477.3
ENSG00000237302.1
ENSG00000265438.1
ENSG00000238578.1
ENSG00000261093.1
ENSG00000258197.1
ENSG00000211770.1
ENSG00000225896.1
ENSG00000278915.1
ENSG00000230301.4
ENSG00000280507.1
ENSG00000228193.1
ENSG00000274365.1
ENSG00000270135.1
ENSG00000206760.1
ENSG00000236424.6
ENSG00000264346.1
ENSG00000275034.2
ENSG00000281726.1
ENSG00000233740.1
ENSG00000279049.1
ENSGR0000237531.4
ENSG00000235059.4
ENSG00000232924.1
ENSG00000236477.1
ENSG00000264768.1
ENSG00000223978.1
ENSG00000277577.1
ENSG00000267037.1
ENSG00000267165.1
ENSG00000207501.1
ENSG00000205916.9
ENSG00000275610.1
ENSG00000207648.2
ENSG00000129862.6
ENSG00000254488.1
ENSG00000255686.1
ENSG00000207949.1
ENSG00000269987.1
ENSG00000233120.1
ENSG00000257410.1
ENSG00000276373.1
ENSG00000277528.1
ENSG00000277537.1
ENSG00000268983.1
ENSG00000213402.2
ENSG00000281052.1
ENSG00000279855.1
ENSG00000281619.1
ENSG00000224567.2
ENSG00000270670.1
ENSG00000268605.1
ENSG00000255870.1
ENSG00000281147.1
ENSG00000273413.1
ENSG00000237802.5
ENSG00000266700.1
ENSG00000281781.1
ENSG00000265558.1
ENSG00000276161.1
ENSG00000233378.1
ENSG00000211542.1
ENSG00000263204.1
ENSG00000235462.1
ENSG00000263721.1
ENSG00000254894.1
ENSG00000221420.2
ENSG00000279747.1
ENSG00000272694.1
ENSG00000281258.1
ENSG00000260349.1
ENSG00000279664.1
ENSG00000264471.1
ENSG00000268745.1
ENSG00000270416.2
ENSG00000281241.1
ENSG00000271595.1
ENSG00000237195.1
ENSG00000280933.1
ENSG00000281187.1
ENSG00000232808.1
ENSG00000276752.1
ENSG00000268062.1
ENSG00000154620.5
ENSG00000169953.11
ENSG00000274904.1
ENSG00000272213.2
ENSG00000254307.2
ENSG00000275994.1
ENSG00000259185.1
ENSG00000256013.1
ENSG00000234795.8
ENSG00000254341.2
ENSG00000264248.1
ENSG00000228764.1
ENSG00000215837.7
ENSG00000229233.1
ENSG00000275267.1
ENSG00000276675.1
ENSG00000234110.1
ENSG00000273709.1
ENSG00000252166.1
ENSG00000280634.1
ENSG00000252633.1
ENSG00000240566.1
ENSG00000264147.1
ENSG00000256664.1
ENSG00000263900.1
ENSG00000200538.2
ENSG00000274074.1
ENSG00000276140.1
ENSG00000206203.4
ENSG00000277441.1
ENSG00000272678.1
ENSG00000275128.1
ENSG00000255390.1
ENSG00000269145.2
ENSG00000262112.1
ENSG00000277328.1
ENSG00000251952.1
ENSG00000151079.7
ENSG00000273221.1
ENSG00000281069.1
ENSG00000262791.1
ENSG00000254665.1
ENSG00000164708.5
ENSG00000235786.1
ENSG00000277604.1
ENSG00000278452.1
ENSG00000278454.1
ENSG00000238244.3
ENSG00000279362.1
ENSG00000278123.1
ENSG00000232019.1
ENSG00000266775.1
ENSG00000264501.2
ENSG00000222472.1
ENSG00000174942.1
ENSG00000265705.1
ENSG00000264780.1
ENSG00000259603.1
ENSG00000253096.1
ENSG00000226024.1
ENSG00000224873.1
ENSG00000278686.1
ENSG00000262533.1
ENSG00000276664.1
ENSG00000172283.10
ENSG00000139574.8
ENSG00000252059.2
ENSG00000239533.5
ENSG00000273906.1
ENSG00000255958.1
ENSG00000206749.1
ENSG00000251618.1
